movie_id,title,year,release_date,revenue,budget,runtime,genres,popularity,vote_average,vote_count,original_language,type,cast
10138,Iron Man 2,2010,2010-04-28,623933331,200000000,124,"['Adventure', 'Action', 'Science Fiction']",19.8574,6.8,21374,en,commercial,"['Robert Downey Jr.', 'Gwyneth Paltrow', 'Don Cheadle', 'Scarlett Johansson', 'Sam Rockwell']"
10139,Milk,2008,2008-11-05,54600000,20000000,128,"['History', 'Drama']",2.8186,7.24,2247,en,oscar,
10140,The Chronicles of Narnia: The Voyage of the Dawn Treader,2010,2010-12-02,415686217,155000000,113,"['Adventure', 'Family', 'Fantasy']",9.4191,6.439,5648,en,commercial,"['Georgie Henley', 'Skandar Keynes', 'Ben Barnes', 'Will Poulter', 'Anna Popplewell']"
10183,Frozen River,2008,2008-03-26,5457664,1000000,97,"['Drama', 'Crime']",0.7119,6.644,327,en,oscar,
10191,How to Train Your Dragon,2010,2010-03-18,494879471,165000000,98,"['Fantasy', 'Adventure', 'Animation', 'Family']",21.0099,7.836,13342,en,commercial,"['Jay Baruchel', 'Gerard Butler', 'Craig Ferguson', 'America Ferrera', 'Jonah Hill']"
10192,Shrek Forever After,2010,2010-05-20,752600867,165000000,93,"['Comedy', 'Adventure', 'Fantasy', 'Animation', 'Family']",17.8961,6.382,7503,en,commercial,"['Mike Myers', 'Eddie Murphy', 'Cameron Diaz', 'Antonio Banderas', 'Walt Dohrn']"
10193,Toy Story 3,2010,2010-06-16,1067316101,200000000,103,"['Animation', 'Family', 'Comedy']",13.5413,7.8,14915,en,commercial,"['Tom Hanks', 'Tim Allen', 'Joan Cusack', 'Don Rickles', 'Wallace Shawn']"
10195,Thor,2011,2011-04-21,449326618,150000000,115,"['Adventure', 'Fantasy', 'Action']",15.4462,6.8,21452,en,commercial,"['Chris Hemsworth', 'Natalie Portman', 'Tom Hiddleston', 'Anthony Hopkins', 'Stellan Skarsgård']"
10196,The Last Airbender,2010,2010-06-30,319713881,150000000,103,"['Action', 'Adventure', 'Fantasy']",4.8503,4.634,4023,en,commercial,"['Noah Ringer', 'Dev Patel', 'Nicola Peltz Beckham', 'Jackson Rathbone', 'Shaun Toub']"
10197,Nine,2009,2009-12-03,53825515,80000000,118,"['Drama', 'Music', 'Romance']",2.0436,5.5,603,en,oscar,
10476,Hustle & Flow,2005,2005-07-22,23563727,8000000,116,"['Crime', 'Drama', 'Music']",1.7575,7.126,394,en,oscar,
10527,Madagascar: Escape 2 Africa,2008,2008-10-30,603900354,150000000,89,"['Family', 'Adventure', 'Animation', 'Comedy']",9.6931,6.505,7026,en,commercial,"['Ben Stiller', 'Chris Rock', 'David Schwimmer', 'Jada Pinkett Smith', 'Sacha Baron Cohen']"
10528,Sherlock Holmes,2009,2009-12-23,524028679,90000000,129,"['Action', 'Adventure', 'Crime', 'Mystery']",14.1047,7.214,14131,en,commercial,"['Robert Downey Jr.', 'Jude Law', 'Rachel McAdams', 'Mark Strong', 'Eddie Marsan']"
10555,Shark Tale,2004,2004-09-20,367300000,75000000,90,"['Animation', 'Action', 'Comedy', 'Family']",11.3356,6.023,6411,en,commercial,"['Will Smith', 'Robert De Niro', 'Renée Zellweger', 'Jack Black', 'Angelina Jolie']"
10681,WALL·E,2008,2008-06-22,521311860,180000000,98,"['Animation', 'Family', 'Science Fiction']",18.6838,8.098,19155,en,commercial,"['Ben Burtt', 'Elissa Knight', 'Jeff Garlin', 'Fred Willard', 'John Ratzenberger']"
10764,Quantum of Solace,2008,2008-10-29,589593688,200000000,106,"['Adventure', 'Action', 'Thriller', 'Crime']",5.4845,6.331,7998,en,commercial,"['Daniel Craig', 'Olga Kurylenko', 'Mathieu Amalric', 'Judi Dench', 'Giancarlo Giannini']"
10773,Mrs. Henderson Presents,2005,2005-09-08,0,0,103,"['Comedy', 'Drama']",0.7117,6.7,221,en,oscar,
11109,Vera Drake,2004,2004-10-22,13300000,11000000,125,['Drama'],0.8414,7.2,366,en,oscar,
11184,Kinsey,2004,2004-09-04,17050017,11000000,118,['Drama'],1.3154,6.621,478,en,oscar,
11499,Frost/Nixon,2008,2008-10-15,27426335,25000000,122,"['Drama', 'History']",1.6196,7.3,1208,en,oscar,
11631,Mamma Mia!,2008,2008-07-03,609841637,52000000,108,"['Comedy', 'Romance']",9.8151,6.978,6641,en,commercial,"['Meryl Streep', 'Amanda Seyfried', 'Pierce Brosnan', 'Colin Firth', 'Stellan Skarsgård']"
12155,Alice in Wonderland,2010,2010-03-03,1025467110,200000000,108,"['Family', 'Fantasy', 'Adventure']",14.5666,6.638,14177,en,commercial,"['Mia Wasikowska', 'Johnny Depp', 'Anne Hathaway', 'Helena Bonham Carter', 'Crispin Glover']"
12162,The Hurt Locker,2008,2008-10-10,49259766,15000000,131,"['Drama', 'Thriller', 'War']",6.6002,7.254,5732,en,oscar,
12163,The Wrestler,2008,2008-09-07,44734660,6000000,109,"['Drama', 'Romance']",2.715,7.528,3727,en,oscar,
12222,Horton Hears a Who!,2008,2008-03-03,298572799,85000000,86,"['Animation', 'Comedy', 'Family', 'Adventure', 'Fantasy']",6.1625,6.489,3334,en,commercial,"['Jim Carrey', 'Steve Carell', 'Carol Burnett', 'Will Arnett', 'Seth Rogen']"
12405,Slumdog Millionaire,2008,2008-11-12,378400000,15000000,120,"['Drama', 'Romance']",8.9248,7.731,10747,en,commercial,"['Dev Patel', 'Freida Pinto', 'Madhur Mittal', 'Anil Kapoor', 'Mahesh Manjrekar']"
12444,Harry Potter and the Deathly Hallows: Part 1,2010,2010-11-17,954305868,250000000,146,"['Adventure', 'Fantasy']",20.8327,7.742,19431,en,commercial,"['Daniel Radcliffe', 'Emma Watson', 'Rupert Grint', 'Toby Jones', 'Helena Bonham Carter']"
12445,Harry Potter and the Deathly Hallows: Part 2,2011,2011-07-12,1341511219,125000000,130,"['Fantasy', 'Adventure']",23.3456,8.087,20966,en,commercial,"['Daniel Radcliffe', 'Emma Watson', 'Rupert Grint', 'Ralph Fiennes', 'Alan Rickman']"
12473,The Visitor,2008,2008-02-21,18197518,4000000,104,"['Crime', 'Drama', 'Music']",3.0348,7.151,464,en,oscar,
13053,Bolt,2008,2008-11-21,309979994,150000000,98,"['Animation', 'Family', 'Adventure', 'Comedy']",9.9888,6.526,6163,en,commercial,"['John Travolta', 'Susie Essman', 'Mark Walton', 'Malcolm McDowell', 'Miley Cyrus']"
13223,Gran Torino,2008,2008-12-12,270000000,33000000,116,['Drama'],4.9187,7.989,10894,en,commercial,"['Clint Eastwood', 'Christopher Carley', 'Bee Vang', 'Ahney Her', 'Brian Haley']"
13448,Angels & Demons,2009,2009-04-23,485930816,150000000,138,"['Thriller', 'Mystery']",9.9022,6.715,6908,en,commercial,"['Tom Hanks', 'Ewan McGregor', 'Ayelet Zurer', 'Stellan Skarsgård', 'Pierfrancesco Favino']"
13475,Star Trek,2009,2009-05-06,386839614,150000000,127,"['Science Fiction', 'Action', 'Adventure']",10.273,7.426,9998,en,commercial,"['Chris Pine', 'Zachary Quinto', 'Leonard Nimoy', 'Eric Bana', 'Bruce Greenwood']"
13771,Venus,2006,2006-09-02,0,0,95,"['Comedy', 'Drama', 'Romance']",2.268,6.6,145,en,oscar,
13804,Fast & Furious,2009,2009-04-02,363164265,85000000,107,"['Action', 'Crime', 'Drama', 'Thriller']",1.9121,6.682,7366,en,commercial,"['Vin Diesel', 'Paul Walker', 'Michelle Rodriguez', 'Jordana Brewster', 'John Ortiz']"
13885,Sweeney Todd: The Demon Barber of Fleet Street,2007,2007-12-20,152000000,50000000,116,"['Drama', 'Horror']",6.0401,7.186,5983,en,oscar,
14160,Up,2009,2009-05-28,735099082,175000000,96,"['Animation', 'Comedy', 'Family', 'Adventure']",17.3286,7.958,20578,en,commercial,"['Ed Asner', 'Christopher Plummer', 'Jordan Nagai', 'Bob Peterson', 'Delroy Lindo']"
14161,2012,2009,2009-10-10,791217826,200000000,158,"['Action', 'Adventure', 'Science Fiction']",11.8128,5.851,12122,en,commercial,"['John Cusack', 'Amanda Peet', 'Chiwetel Ejiofor', 'Thandiwe Newton', 'Oliver Platt']"
14359,Doubt,2008,2008-12-12,50907234,20000000,104,['Drama'],3.5095,7.193,1752,en,oscar,
14976,Rachel Getting Married,2008,2008-09-03,16937968,0,113,"['Drama', 'Romance']",1.473,6.274,586,en,oscar,
15512,Monsters vs Aliens,2009,2009-03-19,381509870,175000000,94,"['Animation', 'Family', 'Adventure', 'Science Fiction']",10.1856,6.217,4699,en,commercial,"['Reese Witherspoon', 'Seth Rogen', 'Hugh Laurie', 'Rainn Wilson', 'Will Arnett']"
16869,Inglourious Basterds,2009,2009-08-02,321457747,70000000,153,"['Drama', 'Thriller', 'War']",20.166,8.216,22769,en,both,"['Brad Pitt', 'Mélanie Laurent', 'Christoph Waltz', 'Eli Roth', 'Michael Fassbender']"
17578,The Adventures of Tintin,2011,2011-10-24,373993951,130000000,107,"['Adventure', 'Animation', 'Mystery']",6.4856,6.9,5468,en,commercial,"['Jamie Bell', 'Andy Serkis', 'Daniel Craig', 'Nick Frost', 'Simon Pegg']"
17979,A Christmas Carol,2009,2009-11-04,325286646,200000000,94,"['Animation', 'Family', 'Fantasy']",4.4758,6.885,4657,en,commercial,"['Jim Carrey', 'Gary Oldman', 'Colin Firth', 'Robin Wright', 'Cary Elwes']"
18239,The Twilight Saga: New Moon,2009,2009-11-18,709827462,50000000,131,"['Adventure', 'Fantasy', 'Drama', 'Romance']",11.5606,5.991,9339,en,commercial,"['Kristen Stewart', 'Robert Pattinson', 'Taylor Lautner', 'Dakota Fanning', 'Michael Sheen']"
18360,Night at the Museum: Battle of the Smithsonian,2009,2009-05-20,413106170,150000000,105,"['Adventure', 'Fantasy', 'Action', 'Comedy', 'Family']",6.558,6.141,6949,en,commercial,"['Ben Stiller', 'Amy Adams', 'Owen Wilson', 'Hank Azaria', 'Robin Williams']"
18701,Being Julia,2004,2004-09-03,14300000,18000000,104,"['Comedy', 'Drama', 'Romance']",2.5516,6.5,111,en,oscar,
18785,The Hangover,2009,2009-06-02,469310836,35000000,100,['Comedy'],24.8137,7.322,17191,en,commercial,"['Bradley Cooper', 'Ed Helms', 'Zach Galifianakis', 'Justin Bartha', 'Heather Graham']"
18823,Clash of the Titans,2010,2010-03-26,493214993,125000000,106,"['Adventure', 'Fantasy', 'Action']",9.7828,5.911,6344,en,commercial,"['Sam Worthington', 'Gemma Arterton', 'Mads Mikkelsen', 'Alexa Davalos', 'Jason Flemyng']"
19610,A Star Is Born,1976,1976-12-17,80000000,6000000,139,"['Drama', 'Music', 'Romance']",1.3179,6.0,225,en,oscar,
19995,Avatar,2009,2009-12-15,2923706026,237000000,162,"['Action', 'Adventure', 'Fantasy', 'Science Fiction']",31.6851,7.588,32159,en,commercial,"['Sam Worthington', 'Zoe Saldaña', 'Sigourney Weaver', 'Stephen Lang', 'Michelle Rodriguez']"
20352,Despicable Me,2010,2010-07-08,543284256,69000000,95,"['Animation', 'Family', 'Comedy']",16.6457,7.247,15338,en,commercial,"['Steve Carell', 'Jason Segel', 'Miranda Cosgrove', 'Elsie Fisher', 'Dana Gaier']"
20526,TRON: Legacy,2010,2010-12-14,409912892,170000000,126,"['Adventure', 'Action', 'Science Fiction']",16.9334,6.496,7282,en,commercial,"['Garrett Hedlund', 'Olivia Wilde', 'Jeff Bridges', 'Bruce Boxleitner', 'James Frain']"
20662,Robin Hood,2010,2010-05-12,321669741,200000000,140,"['Action', 'Adventure', 'History']",5.6022,6.393,4712,en,commercial,"['Russell Crowe', 'Cate Blanchett', 'Max von Sydow', 'William Hurt', 'Mark Strong']"
20943,The Ugly Truth,2009,2009-07-24,321700000,38000000,96,"['Comedy', 'Romance']",4.4324,6.502,3582,en,commercial,"['Katherine Heigl', 'Gerard Butler', 'Eric Winter', 'Nick Searcy', 'Bree Turner']"
22881,The Blind Side,2009,2009-11-20,309231694,29000000,129,['Drama'],8.0524,7.67,6466,en,oscar,
22947,Up in the Air,2009,2009-12-04,166842739,25000000,110,"['Drama', 'Romance']",4.1389,6.869,3707,en,oscar,
22954,Invictus,2009,2009-12-11,122400000,60000000,134,"['Drama', 'History']",4.2294,7.18,4164,en,oscar,
23168,The Town,2010,2010-09-15,154026136,37000000,125,"['Crime', 'Drama', 'Thriller']",10.2168,7.2,5167,en,oscar,
23398,Alvin and the Chipmunks: The Squeakquel,2009,2009-12-21,443140005,75000000,88,"['Comedy', 'Family', 'Animation', 'Fantasy', 'Music']",5.871,5.625,2949,en,commercial,"['Zachary Levi', 'David Cross', 'Jason Lee', 'Justin Long', 'Matthew Gray Gubler']"
24021,The Twilight Saga: Eclipse,2010,2010-06-23,698491347,68000000,124,"['Adventure', 'Fantasy', 'Drama', 'Romance']",12.4159,6.204,8876,en,commercial,"['Kristen Stewart', 'Robert Pattinson', 'Taylor Lautner', 'Bryce Dallas Howard', 'Dakota Fanning']"
24428,The Avengers,2012,2012-04-25,1518815515,220000000,143,"['Science Fiction', 'Action', 'Adventure']",46.7321,7.739,31611,en,commercial,"['Robert Downey Jr.', 'Chris Evans', 'Mark Ruffalo', 'Chris Hemsworth', 'Scarlett Johansson']"
24684,An Education,2009,2009-10-29,26100000,7500000,100,"['Drama', 'Romance']",2.0138,6.944,1329,en,oscar,
24803,Julie & Julia,2009,2009-08-06,129500000,40000000,123,"['Romance', 'Drama']",8.2523,6.704,2109,en,oscar,
25196,Crazy Heart,2009,2009-12-16,47405566,7000000,112,"['Drama', 'Music', 'Romance']",1.603,6.92,1086,en,oscar,
25793,Precious,2009,2009-11-06,47536959,10000000,110,['Drama'],3.9709,7.3,1654,en,oscar,
27205,Inception,2010,2010-07-15,839030630,160000000,148,"['Action', 'Science Fiction', 'Adventure']",30.219,8.368,37369,en,commercial,"['Leonardo DiCaprio', 'Joseph Gordon-Levitt', 'Ken Watanabe', 'Tom Hardy', 'Elliot Page']"
27585,Rabbit Hole,2010,2010-12-16,5144717,5000000,91,['Drama'],4.1686,6.67,608,en,oscar,
28089,The Messenger,2009,2009-11-13,1595417,6500000,113,"['Drama', 'Romance']",3.5732,6.739,441,en,oscar,
34653,A Single Man,2009,2009-12-11,25000000,7000000,100,"['Drama', 'Romance']",3.9539,7.278,1566,en,oscar,
36557,Casino Royale,2006,2006-11-14,599045960,150000000,144,"['Adventure', 'Action', 'Thriller']",11.7123,7.558,10928,en,commercial,"['Daniel Craig', 'Eva Green', 'Mads Mikkelsen', 'Judi Dench', 'Jeffrey Wright']"
36668,X-Men: The Last Stand,2006,2006-05-24,459359555,210000000,104,"['Adventure', 'Action', 'Science Fiction', 'Thriller']",0.48,6.407,9836,en,commercial,"['Hugh Jackman', 'Patrick Stewart', 'Ian McKellen', 'Famke Janssen', 'Halle Berry']"
36811,The Last Station,2009,2009-09-04,0,0,112,"['Drama', 'Romance']",1.8405,6.369,222,en,oscar,
37724,Skyfall,2012,2012-10-24,1108594176,200000000,143,"['Action', 'Adventure', 'Thriller']",11.2197,7.2,15413,en,commercial,"['Daniel Craig', 'Judi Dench', 'Javier Bardem', 'Ralph Fiennes', 'Naomie Harris']"
37799,The Social Network,2010,2010-10-01,224920315,40000000,121,['Drama'],25.9049,7.4,12385,en,oscar,
38055,Megamind,2010,2010-10-28,321885765,130000000,96,"['Animation', 'Action', 'Comedy', 'Family', 'Science Fiction']",10.945,6.999,6985,en,commercial,"['Will Ferrell', 'Tina Fey', 'Jonah Hill', 'Brad Pitt', 'David Cross']"
38356,Transformers: Dark of the Moon,2011,2011-06-28,1123794079,195000000,154,"['Action', 'Science Fiction', 'Adventure']",4.019,6.209,8466,en,commercial,"['Shia LaBeouf', 'Rosie Huntington-Whiteley', 'Peter Cullen', 'Leonard Nimoy', 'John Turturro']"
38575,The Karate Kid,2010,2010-06-10,359126022,40000000,140,"['Action', 'Adventure', 'Drama', 'Family']",23.3784,6.544,6128,en,commercial,"['Jaden Smith', 'Jackie Chan', 'Taraji P. Henson', 'Wenwen Han', 'Wang ZhenWei']"
38700,Bad Boys for Life,2020,2020-01-15,426505244,90000000,124,"['Thriller', 'Action', 'Crime']",17.6398,7.132,8389,en,commercial,"['Will Smith', 'Martin Lawrence', 'Vanessa Hudgens', 'Alexander Ludwig', 'Charles Melton']"
38757,Tangled,2010,2010-11-24,592461732,260000000,100,"['Animation', 'Family', 'Adventure']",26.7853,7.607,11711,en,commercial,"['Mandy Moore', 'Zachary Levi', 'Donna Murphy', 'Ron Perlman', 'M.C. Gainey']"
39013,Winter's Bone,2010,2010-06-11,13831503,2000000,101,"['Drama', 'Mystery']",4.492,6.801,1807,en,oscar,
39781,The Kids Are All Right,2010,2010-07-09,34705850,3500000,106,"['Comedy', 'Drama']",2.9741,6.607,1507,en,oscar,
41154,Men in Black 3,2012,2012-05-23,624000000,225000000,106,"['Action', 'Comedy', 'Science Fiction']",12.4072,6.526,10448,en,commercial,"['Will Smith', 'Tommy Lee Jones', 'Josh Brolin', 'Jemaine Clement', 'Emma Thompson']"
41513,The Smurfs,2011,2011-07-29,563749323,110000000,102,"['Animation', 'Family', 'Adventure', 'Comedy', 'Fantasy']",10.2304,5.8,3802,en,commercial,"['Hank Azaria', 'Neil Patrick Harris', 'Jayma Mays', 'Jonathan Winters', 'Katy Perry']"
44115,127 Hours,2010,2010-11-12,35700000,18000000,94,"['Adventure', 'Drama', 'Thriller']",11.3106,7.08,7655,en,oscar,
44214,Black Swan,2010,2010-12-03,329398046,13000000,109,"['Drama', 'Thriller', 'Horror']",23.817,7.685,14760,en,both,"['Natalie Portman', 'Mila Kunis', 'Vincent Cassel', 'Barbara Hershey', 'Winona Ryder']"
44264,True Grit,2010,2010-12-22,252300000,38000000,110,"['Drama', 'Adventure', 'Western']",10.5576,7.306,5353,en,oscar,
44629,Animal Kingdom,2010,2010-06-03,1000000,5000000,113,"['Crime', 'Drama']",3.6401,6.806,837,en,oscar,
45243,The Hangover Part II,2011,2011-05-25,586764305,80000000,102,['Comedy'],15.1533,6.486,10675,en,commercial,"['Bradley Cooper', 'Ed Helms', 'Zach Galifianakis', 'Justin Bartha', 'Ken Jeong']"
45269,The King's Speech,2010,2010-11-26,414211549,15000000,118,"['Drama', 'History']",8.9528,7.734,8852,en,both,"['Colin Firth', 'Geoffrey Rush', 'Helena Bonham Carter', 'Guy Pearce', 'Timothy Spall']"
45317,The Fighter,2010,2010-12-10,129190869,25000000,116,['Drama'],7.8247,7.384,4427,en,oscar,
45958,Biutiful,2010,2010-10-20,25147786,0,148,['Drama'],3.3766,7.2,1121,es,oscar,
46195,Rio,2011,2011-04-03,483866772,90000000,96,"['Animation', 'Adventure', 'Comedy', 'Family']",17.816,6.741,6796,en,commercial,"['Jesse Eisenberg', 'Anne Hathaway', 'Leslie Mann', 'Jane Lynch', 'will.i.am']"
46705,Blue Valentine,2010,2010-12-26,15440333,1000000,112,"['Drama', 'Romance']",14.3259,6.948,3305,en,oscar,
49013,Cars 2,2011,2011-06-11,559852396,200000000,106,"['Animation', 'Family', 'Adventure', 'Comedy']",15.1758,6.143,7964,en,commercial,"['Larry the Cable Guy', 'Owen Wilson', 'Michael Caine', 'Emily Mortimer', 'Eddie Izzard']"
49026,The Dark Knight Rises,2012,2012-07-17,1081041287,250000000,165,"['Action', 'Crime', 'Drama', 'Thriller']",21.9079,7.784,23141,en,commercial,"['Christian Bale', 'Gary Oldman', 'Tom Hardy', 'Joseph Gordon-Levitt', 'Anne Hathaway']"
49047,Gravity,2013,2013-10-03,723192705,105000000,91,"['Science Fiction', 'Thriller', 'Drama']",14.1823,7.2,15554,en,both,"['Sandra Bullock', 'George Clooney', 'Ed Harris', 'Orto Ignatiussen', 'Phaldut Sharma']"
49051,The Hobbit: An Unexpected Journey,2012,2012-12-12,1021103568,250000000,169,"['Adventure', 'Fantasy', 'Action']",24.0928,7.358,18722,en,commercial,"['Martin Freeman', 'Ian McKellen', 'Richard Armitage', 'James Nesbitt', 'Ken Stott']"
49444,Kung Fu Panda 2,2011,2011-05-25,665692281,150000000,91,"['Animation', 'Family', 'Comedy']",15.109,7.036,7369,en,commercial,"['Jack Black', 'Angelina Jolie', 'Dustin Hoffman', 'Gary Oldman', 'Jackie Chan']"
49517,Tinker Tailor Soldier Spy,2011,2011-09-16,80600000,30000000,127,"['Drama', 'Thriller', 'Mystery']",6.3488,6.6,2697,en,oscar,
49519,The Croods,2013,2013-03-15,587204668,135000000,98,"['Animation', 'Adventure', 'Family', 'Fantasy', 'Comedy', 'Action']",12.926,6.92,7170,en,commercial,"['Nicolas Cage', 'Emma Stone', 'Ryan Reynolds', 'Catherine Keener', 'Cloris Leachman']"
49521,Man of Steel,2013,2013-06-12,668045518,225000000,143,"['Action', 'Adventure', 'Science Fiction']",16.3736,6.6,15359,en,commercial,"['Henry Cavill', 'Amy Adams', 'Russell Crowe', 'Michael Shannon', 'Kevin Costner']"
49538,X-Men: First Class,2011,2011-06-01,353624124,160000000,132,"['Action', 'Science Fiction', 'Adventure']",0.6124,7.296,12927,en,commercial,"['James McAvoy', 'Michael Fassbender', 'Jennifer Lawrence', 'Rose Byrne', 'Kevin Bacon']"
50014,The Help,2011,2011-08-09,216600000,25000000,146,['Drama'],17.4574,8.207,8508,en,oscar,
50619,The Twilight Saga: Breaking Dawn - Part 1,2011,2011-11-16,712171856,110000000,117,"['Adventure', 'Fantasy', 'Romance']",15.8752,6.196,8896,en,commercial,"['Kristen Stewart', 'Robert Pattinson', 'Taylor Lautner', 'Billy Burke', 'Peter Facinelli']"
50620,The Twilight Saga: Breaking Dawn - Part 2,2012,2012-11-13,829747654,120000000,115,"['Adventure', 'Fantasy', 'Drama', 'Romance']",18.6122,6.462,9017,en,commercial,"['Kristen Stewart', 'Robert Pattinson', 'Taylor Lautner', 'Peter Facinelli', 'Elizabeth Reaser']"
51497,Fast Five,2011,2011-04-20,626100000,125000000,130,"['Action', 'Thriller', 'Crime']",2.2023,7.24,8356,en,commercial,"['Vin Diesel', 'Paul Walker', 'Jordana Brewster', 'Tyrese Gibson', 'Ludacris']"
54138,Star Trek Into Darkness,2013,2013-05-05,467381584,190000000,132,"['Action', 'Adventure', 'Science Fiction']",10.3208,7.321,9214,en,commercial,"['Chris Pine', 'Zachary Quinto', 'Zoe Saldaña', 'Benedict Cumberbatch', 'Karl Urban']"
55301,Alvin and the Chipmunks: Chipwrecked,2011,2011-12-14,342695435,75000000,87,"['Comedy', 'Fantasy', 'Family', 'Music', 'Animation']",7.6985,5.699,2219,en,commercial,"['Jason Lee', 'David Cross', 'Jenny Slate', 'Justin Long', 'Matthew Gray Gubler']"
55347,Beginners,2011,2011-06-03,14311701,3200000,105,"['Drama', 'Romance', 'Comedy']",3.0264,6.85,1057,en,oscar,
55721,Bridesmaids,2011,2011-05-13,288383523,32500000,125,"['Comedy', 'Romance']",8.9402,6.525,4419,en,oscar,
56292,Mission: Impossible - Ghost Protocol,2011,2011-12-07,694713380,145000000,133,"['Action', 'Thriller', 'Adventure']",18.0402,7.095,10068,en,commercial,"['Tom Cruise', 'Paula Patton', 'Simon Pegg', 'Jeremy Renner', 'Michael Nyqvist']"
57158,The Hobbit: The Desolation of Smaug,2013,2013-12-11,958400000,250000000,161,"['Fantasy', 'Adventure', 'Action']",19.7294,7.6,13421,en,commercial,"['Ian McKellen', 'Martin Freeman', 'Richard Armitage', 'Benedict Cumberbatch', 'Orlando Bloom']"
57800,Ice Age: Continental Drift,2012,2012-06-27,877244782,95000000,88,"['Animation', 'Comedy', 'Adventure', 'Family']",20.3458,6.381,7725,en,commercial,"['Ray Romano', 'John Leguizamo', 'Denis Leary', 'Seann William Scott', 'Josh Peck']"
58574,Sherlock Holmes: A Game of Shadows,2011,2011-11-22,334615000,125000000,129,"['Adventure', 'Action', 'Crime', 'Mystery']",12.2792,7.14,10451,en,commercial,"['Robert Downey Jr.', 'Jude Law', 'Noomi Rapace', 'Jared Harris', 'Rachel McAdams']"
58595,Snow White and the Huntsman,2012,2012-05-30,396600000,170000000,127,"['Adventure', 'Fantasy', 'Drama']",10.5381,5.983,7954,en,commercial,"['Kristen Stewart', 'Chris Hemsworth', 'Charlize Theron', 'Sam Claflin', 'Ian McShane']"
59440,Warrior,2011,2011-09-09,23300000,25000000,140,"['Drama', 'Action']",10.9312,7.84,4664,en,oscar,
60308,Moneyball,2011,2011-09-23,110206216,50000000,134,['Drama'],11.5818,7.281,5304,en,oscar,
61791,Rise of the Planet of the Apes,2011,2011-08-03,481800873,93000000,105,"['Thriller', 'Action', 'Drama', 'Science Fiction']",14.998,7.332,12123,en,commercial,"['Andy Serkis', 'James Franco', 'Freida Pinto', 'John Lithgow', 'Brian Cox']"
62177,Brave,2012,2012-06-21,539000000,185000000,93,"['Animation', 'Adventure', 'Comedy', 'Family', 'Action', 'Fantasy']",18.8999,7.0,13558,en,commercial,"['Kelly Macdonald', 'Emma Thompson', 'Billy Connolly', 'Julie Walters', 'Robbie Coltrane']"
62211,Monsters University,2013,2013-06-19,743600000,200000000,104,"['Animation', 'Family']",14.0312,7.038,10790,en,commercial,"['Billy Crystal', 'John Goodman', 'Steve Buscemi', 'Helen Mirren', 'Peter Sohn']"
64685,Extremely Loud & Incredibly Close,2011,2011-12-25,55200000,40000000,129,['Drama'],5.3031,6.975,2029,en,oscar,
65057,The Descendants,2011,2011-09-09,177200000,20000000,115,"['Comedy', 'Drama']",4.0201,6.836,2849,en,oscar,
65754,The Girl with the Dragon Tattoo,2011,2011-12-14,232617430,90000000,158,"['Thriller', 'Crime', 'Mystery']",15.4434,7.374,7131,en,oscar,
68718,Django Unchained,2012,2012-12-25,425368238,100000000,165,"['Drama', 'Western']",18.9846,8.183,26689,en,both,"['Jamie Foxx', 'Christoph Waltz', 'Leonardo DiCaprio', 'Kerry Washington', 'Samuel L. Jackson']"
68721,Iron Man 3,2013,2013-04-18,1215577205,200000000,130,"['Action', 'Adventure', 'Science Fiction']",18.7623,6.929,22503,en,commercial,"['Robert Downey Jr.', 'Gwyneth Paltrow', 'Don Cheadle', 'Guy Pearce', 'Rebecca Hall']"
68722,The Master,2012,2012-09-14,28258060,32000000,137,['Drama'],5.4693,7.1,3024,en,oscar,
68726,Pacific Rim,2013,2013-07-11,411000000,180000000,131,"['Action', 'Science Fiction', 'Adventure']",17.3433,6.908,12647,en,commercial,"['Charlie Hunnam', 'Rinko Kikuchi', 'Idris Elba', 'Max Martini', 'Clifton Collins Jr.']"
68728,Oz the Great and Powerful,2013,2013-03-07,491868548,200000000,130,"['Fantasy', 'Adventure', 'Family']",6.4511,5.924,6567,en,commercial,"['James Franco', 'Mila Kunis', 'Rachel Weisz', 'Michelle Williams', 'Zach Braff']"
68734,Argo,2012,2012-10-11,232300000,44500000,120,"['Drama', 'Thriller']",10.2514,7.3,8423,en,oscar,
68735,Warcraft,2016,2016-05-25,433677183,160000000,123,"['Action', 'Adventure', 'Fantasy']",11.5312,6.384,6890,en,commercial,"['Travis Fimmel', 'Paula Patton', 'Ben Foster', 'Dominic Cooper', 'Ben Schnetzer']"
70160,The Hunger Games,2012,2012-03-12,694394724,75000000,142,"['Science Fiction', 'Adventure', 'Fantasy']",15.2991,7.215,22316,en,commercial,"['Jennifer Lawrence', 'Josh Hutcherson', 'Liam Hemsworth', 'Woody Harrelson', 'Elizabeth Banks']"
70981,Prometheus,2012,2012-05-30,403354469,130000000,124,"['Science Fiction', 'Adventure', 'Mystery']",11.9791,6.6,12502,en,commercial,"['Noomi Rapace', 'Michael Fassbender', 'Charlize Theron', 'Idris Elba', 'Guy Pearce']"
71688,The Iron Lady,2011,2011-12-26,115890792,13000000,105,"['History', 'Drama']",4.5241,6.352,1757,en,oscar,
