movie_id,title,year,release_date,revenue,budget,runtime,genres,popularity,vote_average,vote_count,original_language,type,cast
72105,Ted,2012,2012-06-29,549368315,50000000,107,"['Comedy', 'Fantasy']",14.0255,6.444,12549,en,commercial,"['Mark Wahlberg', 'Mila Kunis', 'Seth MacFarlane', 'Joel McHale', 'Giovanni Ribisi']"
72190,World War Z,2013,2013-06-19,531865000,200000000,116,"['Action', 'Horror', 'Science Fiction', 'Thriller']",24.4431,6.819,15659,en,commercial,"['Brad Pitt', 'Mireille Enos', 'Daniella Kertesz', 'James Badge Dale', 'Ludi Boeken']"
72559,G.I. Joe: Retaliation,2013,2013-03-27,371900000,130000000,110,"['Action', 'Science Fiction', 'Adventure', 'Thriller']",11.9104,5.631,5536,en,commercial,"['Dwayne Johnson', 'Bruce Willis', 'Jonathan Pryce', 'Adrianne Palicki', 'Ray Park']"
72976,Lincoln,2012,2012-11-09,275300000,65000000,149,"['History', 'Drama']",8.1904,6.854,3840,en,oscar,
73873,Albert Nobbs,2011,2011-12-21,5634828,8000000,113,['Drama'],2.7767,6.332,477,en,oscar,
74643,The Artist,2011,2011-10-12,133432856,15000000,100,"['Drama', 'Comedy', 'Romance']",7.1166,7.455,3308,fr,oscar,
75656,Now You See Me,2013,2013-05-29,351723989,75000000,116,"['Thriller', 'Crime']",14.5948,7.334,15742,en,commercial,"['Mark Ruffalo', 'Jesse Eisenberg', 'Woody Harrelson', 'Isla Fisher', 'Dave Franco']"
75900,My Week with Marilyn,2011,2011-11-23,35100000,6400000,99,"['Drama', 'Romance']",3.4334,6.681,1301,en,oscar,
76170,The Wolverine,2013,2013-07-21,415440673,120000000,126,"['Action', 'Science Fiction', 'Adventure']",2.1916,6.419,9769,en,commercial,"['Hugh Jackman', 'Hiroyuki Sanada', 'Tao Okamoto', 'Rila Fukushima', 'Famke Janssen']"
76203,12 Years a Slave,2013,2013-10-18,187000000,20000000,134,"['Drama', 'History']",12.2417,7.936,11423,en,oscar,
76338,Thor: The Dark World,2013,2013-10-30,644783140,170000000,112,"['Action', 'Adventure', 'Fantasy']",15.2313,6.516,17546,en,commercial,"['Chris Hemsworth', 'Natalie Portman', 'Tom Hiddleston', 'Christopher Eccleston', 'Anthony Hopkins']"
76341,Mad Max: Fury Road,2015,2015-05-13,378858340,150000000,121,"['Action', 'Adventure', 'Science Fiction']",31.4565,7.621,23028,en,commercial,"['Tom Hardy', 'Charlize Theron', 'Nicholas Hoult', 'Hugh Keays-Byrne', 'Josh Helman']"
76492,Hotel Transylvania,2012,2012-09-20,358375603,85000000,91,"['Animation', 'Comedy', 'Family', 'Fantasy']",15.5384,6.958,8745,en,commercial,"['Adam Sandler', 'Andy Samberg', 'Selena Gomez', 'Kevin James', 'Fran Drescher']"
76600,Avatar: The Way of Water,2022,2022-12-14,2320250281,460000000,192,"['Science Fiction', 'Adventure', 'Action']",38.5729,7.61,12477,en,commercial,"['Sam Worthington', 'Zoe Saldaña', 'Sigourney Weaver', 'Stephen Lang', 'Kate Winslet']"
77338,The Intouchables,2011,2011-11-02,426590315,13000000,113,"['Drama', 'Comedy']",19.6564,8.272,17562,fr,commercial,"['François Cluzet', 'Omar Sy', 'Dominique Henry', 'Anne Le Ny', 'Clotilde Mollet']"
80278,The Impossible,2012,2012-09-09,198100000,45000000,114,"['Drama', 'Thriller', 'History']",12.4145,7.365,6368,en,oscar,
80321,Madagascar 3: Europe's Most Wanted,2012,2012-06-06,746921274,145000000,93,"['Animation', 'Family', 'Comedy', 'Adventure']",12.8492,6.61,6245,en,commercial,"['Ben Stiller', 'Chris Rock', 'David Schwimmer', 'Jada Pinkett Smith', 'Frances McDormand']"
82675,Taken 2,2012,2012-09-27,376100000,45000000,91,"['Action', 'Crime', 'Thriller']",11.8176,6.361,6755,en,commercial,"['Liam Neeson', 'Maggie Grace', 'Famke Janssen', 'Leland Orser', 'D. B. Sweeney']"
82690,Wreck-It Ralph,2012,2012-11-01,471222889,165000000,101,"['Family', 'Animation', 'Comedy', 'Adventure']",14.3083,7.342,12487,en,commercial,"['John C. Reilly', 'Sarah Silverman', 'Jack McBrayer', 'Alan Tudyk', 'Jane Lynch']"
82693,Silver Linings Playbook,2012,2012-11-16,236412453,21000000,122,"['Drama', 'Comedy', 'Romance']",12.498,7.145,12128,en,oscar,
82695,Les Misérables,2012,2012-12-18,442636309,61000000,158,"['History', 'Drama']",10.96,7.32,5338,en,both,"['Hugh Jackman', 'Russell Crowe', 'Anne Hathaway', 'Amanda Seyfried', 'Sacha Baron Cohen']"
82702,How to Train Your Dragon 2,2014,2014-06-05,621537519,145000000,102,"['Fantasy', 'Action', 'Adventure', 'Animation', 'Comedy', 'Family']",23.4633,7.672,9783,en,commercial,"['Jay Baruchel', 'Cate Blanchett', 'Gerard Butler', 'Craig Ferguson', 'America Ferrera']"
82992,Fast & Furious 6,2013,2013-05-21,788700000,160000000,131,"['Action', 'Thriller', 'Crime']",2.1343,6.817,10715,en,commercial,"['Vin Diesel', 'Paul Walker', 'Dwayne Johnson', 'Jordana Brewster', 'Michelle Rodriguez']"
84175,Beasts of the Southern Wild,2012,2012-06-29,21107746,1800000,93,"['Drama', 'Fantasy']",3.1018,6.821,1071,en,oscar,
85350,Boyhood,2014,2014-06-05,48137666,4000000,166,['Drama'],6.0991,7.498,5249,en,oscar,
85546,A Better Life,2011,2011-11-18,0,0,110,['Drama'],0.7591,6.303,122,fr,oscar,
86837,Amour,2012,2012-09-20,29800000,8900000,127,"['Drama', 'Romance']",4.6625,7.76,1660,fr,oscar,
87101,Terminator Genisys,2015,2015-06-23,440603537,155000000,126,"['Science Fiction', 'Action', 'Thriller', 'Adventure']",17.9589,5.939,8532,en,commercial,"['Emilia Clarke', 'Jai Courtney', 'Arnold Schwarzenegger', 'Jason Clarke', 'Matt Smith']"
87492,Foxcatcher,2014,2014-11-14,12096300,24000000,134,"['Drama', 'Thriller']",3.5452,6.654,2336,en,oscar,
87502,Flight,2012,2012-11-02,161772575,31000000,138,['Drama'],13.1184,6.842,6098,en,oscar,
87827,Life of Pi,2012,2012-11-20,609016565,120000000,127,"['Adventure', 'Drama']",14.3975,7.403,13240,en,commercial,"['Suraj Sharma', 'Irrfan Khan', 'Ayush Tandon', 'Gautam Belur', 'Adil Hussain']"
91314,Transformers: Age of Extinction,2014,2014-06-25,1104054072,210000000,165,"['Science Fiction', 'Action', 'Adventure']",17.5542,5.941,8298,en,commercial,"['Mark Wahlberg', 'Peter Cullen', 'Stanley Tucci', 'Kelsey Grammer', 'Nicola Peltz Beckham']"
93456,Despicable Me 2,2013,2013-06-26,970766005,76000000,98,"['Animation', 'Comedy', 'Family']",14.2541,6.931,11455,en,commercial,"['Steve Carell', 'Kristen Wiig', 'Benjamin Bratt', 'Miranda Cosgrove', 'Russell Brand']"
97630,Zero Dark Thirty,2012,2012-12-19,132800000,40000000,157,"['Thriller', 'Drama']",9.0692,6.988,4598,en,oscar,
98566,Teenage Mutant Ninja Turtles,2014,2014-08-07,485004754,125000000,101,"['Science Fiction', 'Action', 'Adventure', 'Comedy']",16.4261,5.912,6869,en,commercial,"['Pete Ploszek', 'Alan Ritchson', 'Jeremy Howard', 'Noel Fisher', 'Megan Fox']"
99861,Avengers: Age of Ultron,2015,2015-04-22,1405403694,365000000,141,"['Action', 'Adventure', 'Science Fiction']",23.6961,7.271,23369,en,commercial,"['Robert Downey Jr.', 'Chris Hemsworth', 'Mark Ruffalo', 'Chris Evans', 'Scarlett Johansson']"
100402,Captain America: The Winter Soldier,2014,2014-03-20,714766572,170000000,136,"['Action', 'Adventure', 'Science Fiction']",11.9684,7.654,19074,en,commercial,"['Chris Evans', 'Samuel L. Jackson', 'Scarlett Johansson', 'Robert Redford', 'Sebastian Stan']"
101299,The Hunger Games: Catching Fire,2013,2013-11-15,865011746,130000000,146,"['Adventure', 'Action', 'Science Fiction']",15.0631,7.427,17620,en,commercial,"['Jennifer Lawrence', 'Josh Hutcherson', 'Liam Hemsworth', 'Woody Harrelson', 'Elizabeth Banks']"
102382,The Amazing Spider-Man 2,2014,2014-04-16,708962323,200000000,141,"['Action', 'Adventure', 'Science Fiction']",15.9862,6.518,13504,en,commercial,"['Andrew Garfield', 'Emma Stone', 'Jamie Foxx', 'Dane DeHaan', 'Colm Feore']"
102651,Maleficent,2014,2014-05-28,758539785,180000000,97,"['Fantasy', 'Adventure', 'Action', 'Family', 'Romance']",17.0183,7.087,13260,en,commercial,"['Angelina Jolie', 'Elle Fanning', 'Imelda Staunton', 'Sharlto Copley', 'Lesley Manville']"
102899,Ant-Man,2015,2015-07-14,519311965,130000000,117,"['Science Fiction', 'Action', 'Adventure']",10.8439,7.071,20016,en,commercial,"['Paul Rudd', 'Michael Douglas', 'Evangeline Lilly', 'Corey Stoll', 'Bobby Cannavale']"
106646,The Wolf of Wall Street,2013,2013-12-25,392000000,100000000,180,"['Crime', 'Drama', 'Comedy']",32.0417,8.03,24519,en,both,"['Leonardo DiCaprio', 'Jonah Hill', 'Margot Robbie', 'Matthew McConaughey', 'Kyle Chandler']"
109424,Captain Phillips,2013,2013-10-10,218791811,55000000,134,"['Action', 'Drama', 'Thriller']",6.5678,7.5,7055,en,oscar,
109439,The Hangover Part III,2013,2013-05-23,362000072,103000000,100,['Comedy'],9.898,6.209,8792,en,commercial,"['Bradley Cooper', 'Ed Helms', 'Zach Galifianakis', 'Justin Bartha', 'Ken Jeong']"
109445,Frozen,2013,2013-11-20,1274219009,150000000,102,"['Animation', 'Family', 'Adventure', 'Fantasy']",23.6874,7.247,16808,en,commercial,"['Kristen Bell', 'Idina Menzel', 'Jonathan Groff', 'Josh Gad', 'Livvy Stubenrauch']"
113947,The Sessions,2012,2012-05-02,9138338,1000000,95,"['Drama', 'Romance', 'Comedy']",2.1385,6.901,567,en,oscar,
118340,Guardians of the Galaxy,2014,2014-07-30,772776600,170000000,121,"['Action', 'Science Fiction', 'Adventure']",12.0506,7.904,28454,en,commercial,"['Chris Pratt', 'Zoe Saldaña', 'Dave Bautista', 'Vin Diesel', 'Bradley Cooper']"
119450,Dawn of the Planet of the Apes,2014,2014-07-08,710644566,170000000,130,"['Science Fiction', 'Action', 'Drama', 'Thriller']",12.3614,7.33,11637,en,commercial,"['Andy Serkis', 'Jason Clarke', 'Toby Kebbell', 'Gary Oldman', 'Keri Russell']"
122917,The Hobbit: The Battle of the Five Armies,2014,2014-12-10,956019788,250000000,144,"['Action', 'Adventure', 'Fantasy']",23.0852,7.324,14564,en,commercial,"['Ian McKellen', 'Martin Freeman', 'Richard Armitage', 'Orlando Bloom', 'Evangeline Lilly']"
124905,Godzilla,2014,2014-05-14,524978362,160000000,123,"['Action', 'Drama', 'Science Fiction']",9.4022,6.3,9275,en,commercial,"['Aaron Taylor-Johnson', 'Elizabeth Olsen', 'Juliette Binoche', 'Bryan Cranston', 'Ken Watanabe']"
127380,Finding Dory,2016,2016-06-16,1028600000,200000000,97,"['Adventure', 'Animation', 'Comedy', 'Family']",6.9734,7.037,12195,en,commercial,"['Albert Brooks', 'Ellen DeGeneres', ""Ed O'Neill"", 'Hayden Rolence', 'Diane Keaton']"
127585,X-Men: Days of Future Past,2014,2014-05-15,747862775,250000000,132,"['Action', 'Adventure', 'Science Fiction']",10.8459,7.527,15537,en,commercial,"['Hugh Jackman', 'James McAvoy', 'Michael Fassbender', 'Patrick Stewart', 'Ian McKellen']"
129670,Nebraska,2013,2013-09-21,27700000,12000000,115,"['Drama', 'Adventure']",1.5739,7.445,1797,en,oscar,
131631,The Hunger Games: Mockingjay - Part 1,2014,2014-11-19,755356711,125000000,123,"['Science Fiction', 'Adventure', 'Thriller']",22.0807,6.816,16051,en,commercial,"['Jennifer Lawrence', 'Josh Hutcherson', 'Liam Hemsworth', 'Woody Harrelson', 'Elizabeth Banks']"
131634,The Hunger Games: Mockingjay - Part 2,2015,2015-11-18,653428261,160000000,137,"['Action', 'Adventure', 'Science Fiction']",11.7229,6.898,12722,en,commercial,"['Jennifer Lawrence', 'Josh Hutcherson', 'Liam Hemsworth', 'Woody Harrelson', 'Elizabeth Banks']"
135397,Jurassic World,2015,2015-06-06,1671537444,150000000,124,"['Action', 'Adventure', 'Science Fiction', 'Thriller']",22.7116,6.693,20649,en,commercial,"['Chris Pratt', 'Bryce Dallas Howard', 'Irrfan Khan', ""Vincent D'Onofrio"", 'Ty Simpkins']"
137106,The Lego Movie,2014,2014-02-06,470759687,60000000,100,"['Animation', 'Family', 'Adventure', 'Comedy', 'Fantasy']",9.4667,7.415,7983,en,commercial,"['Chris Pratt', 'Elizabeth Banks', 'Will Ferrell', 'Morgan Freeman', 'Will Arnett']"
140300,Kung Fu Panda 3,2016,2016-01-23,521170825,145000000,95,"['Action', 'Adventure', 'Animation', 'Comedy', 'Family']",14.9775,6.91,6175,en,commercial,"['Jack Black', 'Bryan Cranston', 'Dustin Hoffman', 'Angelina Jolie', 'J.K. Simmons']"
140607,Star Wars: The Force Awakens,2015,2015-12-15,2068223624,245000000,136,"['Adventure', 'Action', 'Science Fiction']",17.8913,7.261,19689,en,commercial,"['Harrison Ford', 'Mark Hamill', 'Carrie Fisher', 'Adam Driver', 'Daisy Ridley']"
141052,Justice League,2017,2017-11-15,661326987,300000000,120,"['Action', 'Adventure', 'Science Fiction']",27.3378,6.075,13117,en,commercial,"['Ben Affleck', 'Henry Cavill', 'Amy Adams', 'Gal Gadot', 'Ezra Miller']"
150540,Inside Out,2015,2015-06-17,857611174,175000000,95,"['Animation', 'Family', 'Adventure', 'Drama', 'Comedy']",32.6948,7.91,22435,en,commercial,"['Amy Poehler', 'Phyllis Smith', 'Richard Kind', 'Bill Hader', 'Lewis Black']"
150689,Cinderella,2015,2015-03-06,543514353,95000000,105,"['Romance', 'Fantasy', 'Family', 'Drama']",16.5917,6.825,7147,en,commercial,"['Lily James', 'Cate Blanchett', 'Richard Madden', 'Stellan Skarsgård', 'Holliday Grainger']"
152532,Dallas Buyers Club,2013,2013-11-01,55736588,5000000,117,"['Drama', 'History']",4.9745,7.92,8606,en,oscar,
152737,August: Osage County,2013,2013-12-26,74188937,25000000,121,"['Comedy', 'Drama']",2.0232,6.853,1505,en,oscar,
157336,Interstellar,2014,2014-11-05,746606706,165000000,169,"['Adventure', 'Drama', 'Science Fiction']",50.014,8.453,36978,en,commercial,"['Matthew McConaughey', 'Anne Hathaway', 'Michael Caine', 'Jessica Chastain', 'Casey Affleck']"
159824,Hotel Transylvania 2,2015,2015-09-21,473200000,80000000,89,"['Animation', 'Comedy', 'Family', 'Fantasy']",7.7053,6.767,5836,en,commercial,"['Adam Sandler', 'Andy Samberg', 'Selena Gomez', 'Kevin James', 'Steve Buscemi']"
160588,Blue Jasmine,2013,2013-08-01,99200000,18000000,99,['Drama'],2.1678,6.99,3483,en,oscar,
166426,Pirates of the Caribbean: Dead Men Tell No Tales,2017,2017-05-23,795922298,230000000,129,"['Adventure', 'Action', 'Fantasy']",13.7932,6.652,12193,en,commercial,"['Johnny Depp', 'Javier Bardem', 'Geoffrey Rush', 'Brenton Thwaites', 'Kaya Scodelario']"
166428,How to Train Your Dragon: The Hidden World,2019,2019-01-03,524580592,129000000,104,"['Animation', 'Family', 'Adventure']",14.0871,7.746,6559,en,commercial,"['Jay Baruchel', 'America Ferrera', 'F. Murray Abraham', 'Cate Blanchett', 'Gerard Butler']"
168259,Furious 7,2015,2015-04-01,1515400000,190000000,137,"['Action', 'Thriller', 'Crime']",17.9157,7.225,10774,en,commercial,"['Vin Diesel', 'Paul Walker', 'Jason Statham', 'Michelle Rodriguez', 'Jordana Brewster']"
168672,American Hustle,2013,2013-12-03,251171807,40000000,138,"['Drama', 'Crime']",3.8586,6.851,7365,en,oscar,
172385,Rio 2,2014,2014-03-19,498781117,103000000,101,"['Animation', 'Adventure', 'Comedy', 'Family']",7.3337,6.503,3545,en,commercial,"['Jesse Eisenberg', 'Anne Hathaway', 'will.i.am', 'Jamie Foxx', 'Leslie Mann']"
177572,Big Hero 6,2014,2014-10-24,657870525,165000000,102,"['Adventure', 'Family', 'Animation', 'Action', 'Comedy']",25.7138,7.728,15855,en,commercial,"['Scott Adsit', 'Ryan Potter', 'Daniel Henney', 'T.J. Miller', 'Jamie Chung']"
177677,Mission: Impossible - Rogue Nation,2015,2015-07-23,682716636,150000000,131,"['Action', 'Adventure']",11.7969,7.209,9019,en,commercial,"['Tom Cruise', 'Jeremy Renner', 'Simon Pegg', 'Rebecca Ferguson', 'Ving Rhames']"
181808,Star Wars: The Last Jedi,2017,2017-12-13,1332698830,200000000,152,"['Adventure', 'Action', 'Science Fiction']",20.9143,6.779,15550,en,commercial,"['Mark Hamill', 'Carrie Fisher', 'Adam Driver', 'Daisy Ridley', 'John Boyega']"
181812,Star Wars: The Rise of Skywalker,2019,2019-12-18,1074144248,416000000,142,"['Adventure', 'Action', 'Science Fiction']",14.523,6.299,10142,en,commercial,"['Carrie Fisher', 'Mark Hamill', 'Daisy Ridley', 'Adam Driver', 'John Boyega']"
190859,American Sniper,2014,2014-12-25,542300000,58800000,133,"['War', 'Action']",13.5185,7.421,13058,en,both,"['Bradley Cooper', 'Sienna Miller', 'Kyle Gallner', 'Cole Konis', 'Ben Reed']"
194662,Birdman or (The Unexpected Virtue of Ignorance),2014,2014-10-17,103215094,18000000,120,"['Drama', 'Comedy']",6.5364,7.457,12985,en,oscar,
205220,Philomena,2013,2013-11-01,100100000,12000000,98,['Drama'],1.5679,7.3,1627,en,oscar,
205587,The Judge,2014,2014-10-08,84419388,40000000,141,['Drama'],8.3439,7.324,4180,en,oscar,
205596,The Imitation Game,2014,2014-11-14,233555708,14000000,113,"['History', 'Drama', 'Thriller', 'War']",19.0807,7.994,17299,en,oscar,
206647,Spectre,2015,2015-10-26,880707597,245000000,148,"['Action', 'Adventure', 'Thriller']",13.9848,6.6,10686,en,commercial,"['Daniel Craig', 'Christoph Waltz', 'Léa Seydoux', 'Ralph Fiennes', 'Monica Bellucci']"
207703,Kingsman: The Secret Service,2015,2015-01-24,414351546,81000000,129,"['Crime', 'Comedy', 'Action', 'Adventure']",16.4446,7.626,17034,en,commercial,"['Taron Egerton', 'Colin Firth', 'Samuel L. Jackson', 'Mark Strong', 'Sophie Cookson']"
209112,Batman v Superman: Dawn of Justice,2016,2016-03-23,874362803,250000000,152,"['Action', 'Adventure', 'Fantasy']",34.6594,6.0,18215,en,commercial,"['Ben Affleck', 'Henry Cavill', 'Jesse Eisenberg', 'Gal Gadot', 'Amy Adams']"
210577,Gone Girl,2014,2014-10-01,370890259,61000000,149,"['Mystery', 'Thriller', 'Drama']",25.5639,7.89,18967,en,both,"['Ben Affleck', 'Rosamund Pike', 'Neil Patrick Harris', 'Tyler Perry', 'Carrie Coon']"
211672,Minions,2015,2015-06-17,1159457503,74000000,91,"['Family', 'Animation', 'Adventure', 'Comedy']",7.3693,6.411,10687,en,commercial,"['Sandra Bullock', 'Jon Hamm', 'Michael Keaton', 'Allison Janney', 'Steve Coogan']"
216015,Fifty Shades of Grey,2015,2015-02-11,569651467,40000000,125,"['Drama', 'Romance', 'Thriller']",24.0993,5.887,11959,en,commercial,"['Dakota Johnson', 'Jamie Dornan', 'Jennifer Ehle', 'Eloise Mumford', 'Victor Rasuk']"
221902,"Two Days, One Night",2014,2014-05-21,9016922,7000000,95,['Drama'],1.6855,6.9,947,fr,oscar,
224141,Into the Woods,2014,2014-12-24,212902372,50000000,125,"['Fantasy', 'Comedy']",3.0121,5.8,4271,en,oscar,
228970,Wild,2014,2014-12-05,52501541,15000000,115,['Drama'],4.7808,7.014,2525,en,oscar,
240832,Lucy,2014,2014-07-25,458863600,40000000,89,"['Action', 'Science Fiction']",18.2057,6.5,16277,en,commercial,"['Scarlett Johansson', 'Morgan Freeman', 'Choi Min-sik', 'Amr Waked', 'Julian Rhind-Tutt']"
244786,Whiplash,2014,2014-10-10,50307484,3300000,107,"['Drama', 'Music']",19.7718,8.4,15566,en,oscar,
246655,X-Men: Apocalypse,2016,2016-05-18,543934787,178000000,144,"['Action', 'Adventure', 'Science Fiction', 'Fantasy']",12.6954,6.513,13146,en,commercial,"['James McAvoy', 'Michael Fassbender', 'Jennifer Lawrence', 'Nicholas Hoult', 'Oscar Isaac']"
254128,San Andreas,2015,2015-05-27,473990832,110000000,114,"['Action', 'Drama', 'Thriller']",12.7801,6.245,8666,en,commercial,"['Dwayne Johnson', 'Alexandra Daddario', 'Carla Gugino', 'Ioan Gruffudd', 'Archie Panjabi']"
258480,Carol,2015,2015-11-20,40272135,11800000,118,"['Romance', 'Drama']",5.6136,7.497,3761,en,oscar,
259316,Fantastic Beasts and Where to Find Them,2016,2016-11-16,809342332,180000000,132,"['Fantasy', 'Adventure']",14.4187,7.3,19018,en,commercial,"['Eddie Redmayne', 'Katherine Waterston', 'Dan Fogler', 'Alison Sudol', 'Colin Farrell']"
260513,Incredibles 2,2018,2018-06-14,1242805359,200000000,118,"['Action', 'Adventure', 'Animation', 'Family']",10.4312,7.454,13034,en,commercial,"['Craig T. Nelson', 'Holly Hunter', 'Sarah Vowell', 'Huck Milner', 'Samuel L. Jackson']"
263115,Logan,2017,2017-02-28,619021436,97000000,137,"['Action', 'Drama', 'Science Fiction']",15.4541,7.8,19565,en,commercial,"['Hugh Jackman', 'Dafne Keen', 'Patrick Stewart', 'Elizabeth Rodriguez', 'Boyd Holbrook']"
264644,Room,2015,2015-10-16,35401758,13000000,118,"['Drama', 'Thriller']",4.7539,8.006,9308,en,oscar,
266856,The Theory of Everything,2014,2014-11-07,123726688,15000000,123,"['Drama', 'Romance']",6.1913,7.843,10680,en,oscar,
269149,Zootopia,2016,2016-02-11,1023784195,150000000,109,"['Animation', 'Adventure', 'Family', 'Comedy']",27.8505,7.748,16632,en,commercial,"['Jason Bateman', 'Ginnifer Goodwin', 'Idris Elba', 'Jenny Slate', 'Nate Torrence']"
270946,Penguins of Madagascar,2014,2014-11-22,373515621,132000000,92,"['Family', 'Animation', 'Adventure', 'Comedy']",13.0101,6.526,4243,en,commercial,"['Tom McGrath', 'Chris Miller', 'Christopher Knights', 'Conrad Vernon', 'John Malkovich']"
271110,Captain America: Civil War,2016,2016-04-27,1155046416,250000000,147,"['Adventure', 'Action', 'Science Fiction']",26.1566,7.445,23066,en,commercial,"['Chris Evans', 'Robert Downey Jr.', 'Scarlett Johansson', 'Sebastian Stan', 'Anthony Mackie']"
273248,The Hateful Eight,2015,2015-12-25,155760117,44000000,188,"['Drama', 'Mystery', 'Western']",9.9161,7.754,14466,en,oscar,
274479,Joy,2015,2015-12-24,101134059,60000000,124,"['Drama', 'Comedy']",6.9873,6.547,4140,en,oscar,
277834,Moana,2016,2016-10-13,690860472,150000000,107,"['Adventure', 'Comedy', 'Family', 'Animation']",6.1377,7.6,13026,en,commercial,"['Auliʻi Cravalho', 'Dwayne Johnson', 'Rachel House', 'Temuera Morrison', 'Jemaine Clement']"
278154,Ice Age: Collision Course,2016,2016-06-23,408579038,105000000,95,"['Adventure', 'Animation', 'Family', 'Comedy', 'Science Fiction']",12.0306,6.102,4638,en,commercial,"['Ray Romano', 'John Leguizamo', 'Denis Leary', 'Queen Latifah', 'Seann William Scott']"
278927,The Jungle Book,2016,2016-04-07,966550600,175000000,106,"['Family', 'Adventure', 'Drama', 'Fantasy']",12.3511,6.863,8146,en,commercial,"['Neel Sethi', 'Bill Murray', 'Ben Kingsley', 'Idris Elba', 'Scarlett Johansson']"
281338,War for the Planet of the Apes,2017,2017-07-11,490719763,150000000,140,"['Drama', 'Science Fiction', 'War']",9.1759,7.2,9207,en,commercial,"['Andy Serkis', 'Woody Harrelson', 'Karin Konoval', 'Terry Notary', 'Steve Zahn']"
281957,The Revenant,2015,2015-12-25,532950503,135000000,157,"['Western', 'Drama', 'Adventure']",29.6266,7.533,18393,en,both,"['Leonardo DiCaprio', 'Tom Hardy', 'Domhnall Gleeson', 'Will Poulter', 'Forrest Goodluck']"
283995,Guardians of the Galaxy Vol. 2,2017,2017-04-19,863756051,200000000,137,"['Science Fiction', 'Adventure', 'Action']",20.6052,7.6,21902,en,commercial,"['Chris Pratt', 'Zoe Saldaña', 'Dave Bautista', 'Vin Diesel', 'Bradley Cooper']"
284052,Doctor Strange,2016,2016-10-25,676343174,180000000,115,"['Action', 'Adventure', 'Fantasy']",15.7482,7.417,22474,en,commercial,"['Benedict Cumberbatch', 'Chiwetel Ejiofor', 'Rachel McAdams', 'Benedict Wong', 'Mads Mikkelsen']"
284053,Thor: Ragnarok,2017,2017-10-02,855301806,180000000,131,"['Action', 'Adventure', 'Science Fiction']",22.4692,7.584,21067,en,commercial,"['Chris Hemsworth', 'Mark Ruffalo', 'Tom Hiddleston', 'Cate Blanchett', 'Idris Elba']"
284054,Black Panther,2018,2018-02-13,1349926083,200000000,135,"['Action', 'Adventure', 'Science Fiction']",27.3326,7.4,22507,en,commercial,"['Chadwick Boseman', 'Michael B. Jordan', ""Lupita Nyong'o"", 'Danai Gurira', 'Martin Freeman']"
284293,Still Alice,2014,2014-12-05,44779195,5000000,100,['Drama'],3.3464,7.484,3125,en,oscar,
286217,The Martian,2015,2015-09-30,631058917,108000000,141,"['Drama', 'Adventure', 'Science Fiction']",14.8985,7.7,20106,en,both,"['Matt Damon', 'Jessica Chastain', 'Kristen Wiig', 'Jeff Daniels', 'Michael Peña']"
291678,Brooklyn,2015,2015-09-23,0,0,83,"['Drama', 'Music']",0.7191,5.2,6,fr,oscar,
292011,Richard Jewell,2019,2019-12-13,33900000,45000000,131,['Drama'],4.47,7.43,2555,en,oscar,
293167,Kong: Skull Island,2017,2017-03-08,566652812,185000000,118,"['Action', 'Adventure', 'Fantasy']",18.8768,6.545,10616,en,commercial,"['Tom Hiddleston', 'Samuel L. Jackson', 'John Goodman', 'Brie Larson', 'Jing Tian']"
293660,Deadpool,2016,2016-02-09,782837347,58000000,108,"['Action', 'Adventure', 'Comedy']",18.8331,7.622,31523,en,commercial,"['Ryan Reynolds', 'Morena Baccarin', 'Ed Skrein', 'T.J. Miller', 'Gina Carano']"
294016,Trumbo,2015,2015-10-27,8235661,15000000,124,['Drama'],1.9517,7.16,1594,en,oscar,
295693,The Boss Baby,2017,2017-03-23,527965936,125000000,97,"['Animation', 'Comedy', 'Family']",5.062,6.454,7180,en,commercial,"['Alec Baldwin', 'Steve Buscemi', 'Miles Bakshi', 'Jimmy Kimmel', 'Lisa Kudrow']"
296098,Bridge of Spies,2015,2015-10-15,165478348,40000000,141,"['Thriller', 'Drama']",7.8569,7.234,6917,en,oscar,
297761,Suicide Squad,2016,2016-08-03,749200054,175000000,122,"['Action', 'Adventure', 'Fantasy']",11.0589,5.918,21356,en,commercial,"['Will Smith', 'Jared Leto', 'Margot Robbie', 'Joel Kinnaman', 'Viola Davis']"
297762,Wonder Woman,2017,2017-05-30,823970682,149000000,141,"['Action', 'Adventure', 'Fantasy']",18.3712,7.216,20168,en,commercial,"['Gal Gadot', 'Chris Pine', 'Connie Nielsen', 'Robin Wright', 'Danny Huston']"
297802,Aquaman,2018,2018-12-07,1152028393,160000000,143,"['Action', 'Adventure', 'Fantasy']",10.1814,6.875,14285,en,commercial,"['Jason Momoa', 'Amber Heard', 'Willem Dafoe', 'Patrick Wilson', 'Nicole Kidman']"
299534,Avengers: Endgame,2019,2019-04-24,2799439100,356000000,181,"['Adventure', 'Science Fiction', 'Action']",31.4799,8.237,26246,en,commercial,"['Robert Downey Jr.', 'Chris Evans', 'Mark Ruffalo', 'Chris Hemsworth', 'Scarlett Johansson']"
299536,Avengers: Infinity War,2018,2018-04-25,2052415039,300000000,149,"['Adventure', 'Action', 'Science Fiction']",63.622,8.235,30430,en,commercial,"['Robert Downey Jr.', 'Chris Evans', 'Chris Hemsworth', 'Josh Brolin', 'Mark Ruffalo']"
